,Times
288,2.0443544810405
289,0.8333279189537279
290,1.1239338429877535
291,13.651476695027668
292,0.8131945690256543
293,0.8966440730146132
294,0.8791909809806384
295,0.8871218250133097
296,0.9646123530110344
297,0.8477480500005186
298,0.8413931530085392
299,0.942767916014418
300,1.1458043080056086
301,0.7825335540110245
302,0.7887168120360002
303,0.8113230749731883
304,0.8442276659770869
305,1.0514436839730479
306,1.0544661080348305
307,1.2547150670434348
308,1.2196230789995752
309,0.8715746880043298
310,0.8263200000510551
311,0.8256602180190384
312,0.8661533170379698
313,0.8452446410083212
314,11.065442821010947
315,0.8456245890120044
316,1.1902391830226406
317,0.8495586070348509
318,0.78541353601031
319,0.8350829379633069
320,0.8182147429906763
321,0.8244545380002819
322,0.9669057609862648
323,0.8579211279866286
324,0.9321390489931218
325,0.8852016379823908
326,1.2401517310063355
327,0.8777703119558282
328,0.808981487993151
329,0.8388389429892413
330,0.9440851890249178
331,0.7866376620368101
332,0.8480624540243298
333,0.8224004179937765
334,1.0267037929734215
335,0.9349366480018944
336,0.8047639050055295
337,0.8371632639900781
338,0.8304157640086487
339,0.8518008739920333
340,0.8255071280291304
341,0.9629395760130137
342,0.8699132789624855
343,0.8045595160219818
344,0.7971370079903863
345,0.7970965890563093
346,0.9013399460236542
347,0.8118639059830457
348,0.8536027909722179
349,0.8660386169794947
350,1.1626173160038888
351,0.8601428850088269
352,0.8745393470162526
353,0.8270524349645711
354,0.8251334599917755
355,0.8463387839728966
356,0.8360609029768966
357,0.8064496950246394
358,0.9245760090416297
359,0.8312291540205479
360,0.8499009509687312
361,0.8612201730138622
362,0.9002220879774541
363,0.8470482209813781
364,0.7866512770415284
365,0.9004629739793018
366,1.4348795419791713
367,0.7906914509949274
368,0.897819989011623
369,0.8217467159847729
370,0.9230240340111777
371,9.424956764036324
372,0.8902813409804367
373,0.9048315069521777
374,0.8876207359717228
375,0.9458276530494913
376,2.6450927020050585
377,1.844282142992597
378,0.7815165480133146
379,1.0899312029941939
380,13.083285620028619
381,0.7959437009994872
382,0.8398857029969804
383,0.8219625059864484
384,0.9231051820097491
385,0.987121650017798
386,0.7966550280107185
387,0.921591870021075
388,0.9672950169770047
389,0.9496541750268079
390,0.8371705579920672
391,0.8456903109909035
392,0.7910508799832314
393,0.8213389809825458
394,1.0979259900050238
395,1.0285924909985624
396,1.3110919049941003
397,1.4615803829510696
398,0.8843829410034232
399,0.8979742520023137
400,0.8609636930050328
401,0.8859067329904065
402,0.846592876012437
403,11.805951467948034
404,0.8667428090120666
405,1.2831946450169198
406,0.8366865610005334
407,0.8234547270112671
408,0.8228272009873763
409,0.8398147720145062
410,0.8654411080060527
411,0.8402433239971288
412,0.8034574649645947
413,0.9670007130480371
414,0.8944314290420152
415,1.2919250529957935
416,0.9016371049801819
417,0.8187689649639651
418,0.7990224880049936
419,0.9921903469949029
420,0.8211602580267936
421,0.8112913680379279
422,0.7983907770249061
423,1.0516230489593
424,0.9504267740412615
425,0.7832994789932854
426,0.8476144869928248
427,0.8661729690502398
428,0.8309174929745495
429,0.7958241879823618
430,0.9287301590084098
431,0.8387158060213551
432,0.8418207179638557
433,0.8351937209954485
434,0.8638453019666485
435,0.890203092014417
436,0.8489350620075129
437,0.8972963329870254
438,0.9789492029813118
439,1.0684647169546224
440,0.8001032949541695
441,0.8499771879869513
442,0.8416041400050744
443,0.9083162290044129
444,0.8671838319860399
445,0.8861788960057311
446,0.8237675500568002
447,0.9005320509895682
448,0.8592830639681779
449,0.8369678140152246
450,0.8432828029617667
451,0.8748116830247454
452,0.8044237119611353
453,0.842901861993596
454,0.809526821016334
455,1.3862809790298343
456,0.8121254330035299
457,0.8506086060078815
458,0.8316321989987046
459,0.896936668024864
460,9.271484602999408
461,0.8648454149952158
462,0.8650974530028179
463,0.8777533149695955
464,0.9947045389562845
465,2.6663649909896776
466,2.1086196419782937
467,0.7896541969967075
468,1.0995859690010548
469,12.816707148042042
470,0.816369489999488
471,0.8284127250080928
472,0.8442217410192825
473,0.8770303300116211
474,1.0190784169826657
475,0.7865792519878596
476,0.8960824870155193
477,0.9502070960006677
478,0.9595409479807131
479,0.8229969560052268
480,0.8483118810108863
481,0.8042283889953978
482,0.8210846229922026
483,1.0917534829932265
484,0.9809069859911688
485,1.1467184700304642
486,1.401691152015701
487,1.0187197159975767
488,0.8570470020058565
489,0.8363372149760835
490,0.8408862549695186
491,0.8380057729664259
492,12.509275430988055
493,0.8255862109945156
494,1.09974728198722
495,0.8442279889713973
496,0.8450609529973008
497,0.8023607960203663
498,0.8579358180286363
499,0.8656524480320513
500,0.8637200279626995
501,0.8648279390181415
502,1.005087657016702
503,0.8464939529658295
504,1.2232417829800397
505,0.8824498829781078
506,0.8034142290125601
507,0.8521040980122052
508,0.8911973860231228
509,0.8261226570466533
510,0.8669710920075886
511,0.8265686689992435
512,0.9493633650126867
513,1.0178846579510719
514,0.784788494987879
515,0.7934965610038489
516,0.8657146909972653
517,0.8386173080070876
518,0.7882608200307004
519,0.9325742450309917
520,0.8133249999955297
521,0.7960255090147257
522,0.8342509240028448
523,0.7921703010215424
524,0.8362695060204715
525,0.807071539980825
526,0.8644019269850105
527,0.9286149890394881
528,1.0923222110141069
529,0.7849443820305169
530,0.7962607180234045
531,0.8789827119908296
532,0.811728979984764
533,0.7777284790063277
534,0.8554271740140393
535,0.8709454039926641
536,0.910755482967943
537,0.8247072529629804
538,0.8228231589891948
539,0.8091992479749024
540,0.8390224989852868
541,0.8494969609891996
542,0.8084900800022297
543,0.8078187750070356
544,1.3274659750168212
545,0.8273340220330283
546,0.8323025090503506
547,0.8292558509856462
548,0.951293213001918
549,9.202216811012477
550,0.8814090840169229
551,0.9281355169950984
552,0.8863844319712371
553,0.9713267940096557
554,2.771055453980807
555,1.9845623910077848
556,0.7708886020118371
557,1.1274541930179112
558,13.404039078974165
559,0.8356813039863482
560,0.7806491380324587
561,0.8195851899799891
562,0.9250109069980681
563,0.920809363014996
564,0.8062101610121317
565,0.8902685160282999
566,1.020586793019902
567,0.939032020047307
568,0.7981124109937809
569,0.8020886070444249
570,0.7898640229832381
571,0.797891429043375
572,1.0892958319745958
573,0.9679619189701043
574,1.3021099439938553
575,1.433372851985041
576,0.8764518849784508
577,0.8337804990005679
578,0.8497937180218287
579,0.8091377739910968
580,0.8078893210040405
581,11.931223691033665
582,0.8256566599593498
583,1.154024258023128
584,0.8588638619985431
585,0.8506221839925274
586,0.7912102820118889
587,0.8470885719871148
588,0.8521226089796983
589,0.874049722973723
590,0.8323361899820156
591,0.9236844839761034
592,0.9042249720077962
593,1.2750964779988863
594,0.8648864179849625
595,0.810160976019688
596,0.8052764979656786
597,0.9359323770040646
598,0.8299611629918218
599,0.8619225799920969
600,0.7982197329984047
601,1.074663596053142
602,0.9901434709900059
603,0.8078155989642255
604,0.8331322380108759
605,0.8819257980212569
606,0.8694271810236387
607,0.840720329026226
608,0.9168225059984252
609,0.8788172859931365
610,0.7981125559890643
611,0.8147802739986219
612,0.7922524189925753
613,0.8414997009676881
614,0.8181597589864396
615,0.8697793970350176
616,0.9344829639885575
617,1.0619143460062332
618,0.8648175050038844
619,0.8606648939894512
620,0.7806214620359242
621,0.8254205039702356
622,0.7996812529745512
623,0.8341342689818703
624,0.8726473189890385
625,0.9086131209624
626,0.8311379780061543
627,0.8496408279752359
628,0.8139490750036202
629,0.8843602490378544
630,0.8640597239718772
631,0.784349640016444
632,0.817576901987195
633,1.3402171949855983
634,0.8235572109697387
635,0.907544901012443
636,0.8546574129723012
637,0.9196983209694736
638,8.486764459987171
639,0.8744749629986472
640,0.8586633550003171
641,0.8324484610348009
642,0.9451392880291678
643,2.81620231596753
644,2.181487560039386
645,0.8041070280014537
646,1.0970906610018574
647,12.963645148964133
648,0.8091153919813223
649,0.8333471540245228
650,0.8793028280488215
651,0.9054561270168051
652,0.9207529779523611
653,0.800149713002611
654,0.8839010719675571
655,0.9399210510309786
656,1.0526564799947664
657,0.8287942500319332
658,0.8187996129854582
659,0.7980260779731907
660,0.7819152299780399
661,1.1272159249638207
662,1.0650071629788727
663,1.2283818880096078
664,1.409670102992095
665,0.8961751629831269
666,0.8359786189976148
667,0.8004610490170307
668,0.8571981490240432
669,0.7915128580061719
670,10.964014656026848
671,0.8084322189679369
672,1.1039755609817803
673,0.8606314119533636
674,0.8055537659674883
675,0.7870514880050905
676,0.91359921899857
677,1.021911257004831
678,0.8196240499964915
679,0.805559479049407
680,0.9058658810099587
681,0.8894216830376536
682,1.3008076670230366
683,1.0168640010524541
684,0.7975272209732793
685,0.8069736390025355
686,0.8800046339747496
687,0.7722264979965985
688,0.8763328440254554
689,0.7868122539948672
690,0.9652880930225365
691,0.9426157969865017
692,0.7839057340170257
693,0.8002094399998896
694,0.8369401820236817
695,0.8038390539586544
696,0.8386427880031988
697,0.9279354109894484
698,0.8057651889976114
699,0.8106510890065692
700,0.8084193579852581
701,0.8144883800414391
702,0.856964175007306
703,0.8133229720406234
704,0.8818836269783787
705,0.9511486850096844
706,1.0494482159847394
